Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
France,2008,Biomass,33298.66,22616.38,1659961922.61,437832353,123645894223058.42,651910.22,25150.51,24921.13,883790.09,474766,0,2347854908.90,0,35.39,1868.67,252.92,14.78,23.79,42.25,3.87,442.82,0.14,0.20,101052319.27,674769305.53,5.29,1,53.05,95.13,0,378,4.73,0,0,22.74,92.96,60.26,0,3.84,6.65,9.31,2.60,2.02,37.73,27.52,16.53,695,49,5601,992670,91.07,0,0
China,2004,Geothermal,81473.49,39898.22,5547233615.50,1487043151,69693743050510.92,64049.20,55297.53,27649.48,52855.61,473776,0,1393060496.41,0,27.70,603.90,118.51,1.00,20.32,28.83,96.72,959.26,0.45,0.18,680593961.03,699041591.83,0.33,1,34.03,4.16,1,821,2.47,0,1,63.15,14.09,64.68,1,3.58,1.63,8.62,4.87,6.20,39.42,85.47,71.29,578,28,7348,391460,50.65,1,0
Germany,2010,Wind,70611.75,5299.96,5295501019.43,1271395666,119851467920937.20,330813.80,31497.98,73516.52,763821.19,335052,1,7221454805.91,0,27.25,520.68,174.97,1.44,14.32,51.96,8.74,315.20,0.74,0.12,78996889.75,904667304.78,1.40,1,51.97,62.87,0,917,5.45,1,1,81.28,90.93,81.96,1,9.66,4.45,6.59,6.55,2.49,14.44,91.80,36.65,285,28,3610,390754,50.18,1,0
Canada,2017,Wind,20636.04,47500.86,8099752941.41,941874549,142160093709791.34,414844.63,44441.88,10296.10,483385.57,41320,0,359450082.71,0,15.77,867.60,101.74,10.05,95.15,46.19,64.86,365.84,0.63,0.08,292489384.86,624258038.78,5.79,0,25.41,63.61,1,625,3.33,0,1,10.56,89.10,29.16,1,0.76,6.42,3.16,6.18,8.87,75.18,99.26,72.90,122,76,7236,618325,11.90,1,0
China,2005,Wind,53720.24,21970.49,6539153305.16,789256817,85566542858685.17,185291.96,94365.40,85002.48,883655.78,459351,0,1763191044.25,1,17.94,1109.26,223.61,3.74,94.49,84.60,29.57,599.21,0.09,0.14,803080908.68,371761840.11,3.71,0,51.64,35.67,0,840,1.75,0,1,53.23,91.94,78.87,0,9.76,5.74,5.49,6.33,1.24,36.28,68.73,68.25,424,2,1817,854628,66.15,1,0
Canada,2014,Geothermal,11622.55,7732.19,3472263059.29,1028923556,169629322124846.00,172539.10,51632.87,15763.27,380553.23,362786,1,432472687.83,0,16.96,2618.00,145.66,11.84,66.12,98.89,78.10,345.36,0.32,0.42,569115716.62,840452136.65,8.43,1,98.45,42.59,0,910,9.81,1,1,97.69,34.87,17.21,0,2.24,8.52,7.95,1.37,0.26,12.35,44.31,30.72,885,3,4324,942539,90.66,1,0
Japan,2023,Hydro,54189.43,21331.96,95613210.98,1439236926,79251302326424.83,516545.45,61715.34,73185.16,388361.45,272591,1,6586602253.53,1,17.16,2102.56,279.60,1.44,89.67,80.46,10.68,821.59,0.22,0.31,588458611.77,424784028.82,7.09,1,92.57,13.74,0,598,1.35,0,1,27.18,67.85,67.03,0,9.63,1.78,0.70,6.36,5.24,43.58,16.98,11.53,818,36,4914,231746,86.64,1,0
Canada,2003,Solar,31930.22,38822.18,828909331.92,843617510,160783918509747.31,64167.76,32165.12,6056.07,348264.42,796639,0,4214531633.79,0,6.20,1092.19,169.37,13.57,72.94,9.83,71.00,422.96,0.21,0.26,995853417.43,535695254.16,4.35,1,22.01,14.69,1,688,3.71,1,1,90.72,18.58,5.66,0,6.95,1.27,4.50,6.72,7.78,25.67,81.82,88.12,406,15,6819,817397,69.96,0,0
Canada,2016,Hydro,45130.73,10918.42,238777177.21,717265541,73389155567794.55,972694.12,8224.32,91822.27,524723.98,897408,0,1746285027.08,0,21.86,133.89,255.23,1.07,82.30,6.10,52.03,436.40,0.70,0.35,604838006.51,522337362.67,8.81,0,21.51,80.49,0,84,2.15,1,0,41.77,4.57,39.42,0,2.02,4.46,7.73,4.38,0.89,71.48,56.58,51.94,624,83,7788,52380,79.13,1,0
Canada,2021,Hydro,35644.26,15666.46,8367160554.93,934478370,74127623256151.02,928048.31,60043.84,84240.68,902263.30,459868,0,9346898134.60,1,2.80,506.11,167.11,1.71,36.39,55.17,70.65,454.85,0.90,0.38,848124769.60,280311252.51,0.64,1,33.13,7.03,0,340,0.86,1,1,13.81,91.63,66.69,1,7.03,6.92,3.28,1.24,6.86,75.88,33.03,30.45,286,16,9677,89355,56.22,1,0
Russia,2004,Wind,91032.38,12335.66,2298848248.57,1298039524,64473564890815.82,261731.67,44331.67,5626.36,845279.76,999562,1,7184093477.36,1,34.67,987.17,125.41,4.11,67.63,91.41,25.63,110.37,0.51,0.34,239221942.09,243828009.58,8.18,0,59.93,89.10,1,831,0.15,0,0,75.01,72.70,48.57,1,7.21,6.31,8.66,8.78,0.37,15.56,1.69,71.43,298,24,7384,251044,59.80,0,1
China,2005,Hydro,50630.37,20030.53,6426703701.19,840969254,117991485475378.48,1280.47,23009.40,43093.07,306390.98,857091,1,8847285987.82,0,29.92,1066.39,236.76,4.03,12.04,13.40,49.68,900.93,0.67,0.50,262774016.77,705370042.08,7.23,0,97.12,64.47,1,573,4.47,0,0,96.98,77.65,57.14,0,7.47,0.95,5.25,6.86,3.29,76.94,3.08,10.27,894,77,4114,886890,37.69,0,0
Brazil,2021,Solar,35411.03,27185.15,7628077896.41,1404426626,78287844224259.78,497746.60,30882.14,29377.07,95906.85,458249,1,4899859779.02,1,2.52,2330.28,248.18,5.21,51.87,37.34,34.73,210.28,0.01,0.31,812146708.69,805613582.04,5.04,1,41.94,13.19,1,105,0.30,1,1,93.23,6.76,32.95,1,1.32,4.22,9.91,4.87,9.48,56.21,18.71,46.51,423,45,5292,500550,76.47,0,1
Germany,2005,Geothermal,86502.08,11465.50,3600091480.57,1005918378,131922803796378.41,784752.16,31727.82,43146.17,161840.20,866302,1,9021060521.47,1,27.57,2020.80,167.68,11.12,96.33,78.34,96.67,625.58,0.80,0.26,297346524.02,662093046.34,6.66,1,0.53,46.95,1,719,3.96,1,1,26.83,57.73,98.19,0,1.40,3.70,6.56,7.41,6.36,29.75,0.37,83.43,723,60,9079,722067,69.75,0,0
Russia,2010,Biomass,90315.58,14421.93,6712166260.05,653928871,174226778576530.72,785318.43,3065.93,93329.26,481831.87,763479,1,8957751496.95,0,39.84,2555.12,198.29,8.51,17.59,62.83,47.30,373.62,0.72,0.38,898547762.72,412335058.44,1.02,1,1.81,84.42,1,856,8.45,1,1,66.52,64.25,18.46,1,0.91,3.25,4.46,0.42,6.80,50.15,46.05,86.75,39,66,3889,614316,8.26,0,1
USA,2018,Hydro,87783.49,21463.83,3244647525.41,497143410,121508105114792.42,911641.65,56511.01,37089.90,810173.76,873503,0,2488120679.85,1,11.89,2733.58,221.62,11.42,43.17,29.21,36.73,531.19,0.08,0.23,891840446.66,255690117.81,4.78,1,87.34,51.23,1,147,5.90,0,0,86.42,88.31,14.63,1,2.99,0.59,0.65,5.35,6.96,98.60,5.50,73.71,531,71,3630,479451,54.68,0,1
USA,2010,Solar,39095.31,22617.70,195477733.42,120677812,177608037474582.88,575110.16,89492.49,27478.69,290960.29,835253,1,4321080437.01,1,15.42,2594.83,249.26,5.14,88.88,8.57,37.71,891.32,0.35,0.19,517210131.56,717808541.74,5.78,0,14.90,26.78,1,852,9.26,1,1,73.71,3.14,67.70,1,7.21,4.57,4.48,0.70,6.79,54.77,73.84,64.85,698,38,8189,94376,25.72,0,0
USA,2003,Wind,91882.35,42653.07,5576735972.89,592496747,149243536174596.25,485019.68,65303.56,25247.76,950444.81,62980,0,2063523594.19,1,-4.69,1324.64,152.81,12.11,5.31,51.16,60.56,860.78,0.52,0.20,238567333.75,766029677.83,3.21,1,71.37,5.41,1,811,9.08,0,1,4.38,70.66,26.19,0,2.57,3.50,1.05,8.30,3.47,46.21,64.90,15.60,310,5,5737,869878,57.58,0,1
France,2003,Solar,79426.01,11850.82,4071258056.47,74684785,178356770999357.28,902433.14,63028.01,50346.25,879209.60,479209,0,7814562530.73,1,28.02,1156.76,181.54,12.83,57.64,36.55,55.98,389.00,0.59,0.30,982405330.82,616799004.65,8.02,1,91.02,7.69,1,658,2.10,1,1,68.67,42.54,3.81,1,6.49,9.05,6.17,3.52,7.27,98.46,1.50,99.88,857,4,2878,272218,90.43,0,1
China,2021,Geothermal,26674.82,28383.85,5121040842.97,317468433,130113035579402.00,341209.34,58212.87,82991.65,21424.34,549582,1,2535120290.05,0,37.80,2850.78,127.62,14.96,36.69,46.95,59.12,992.51,0.87,0.28,508572853.75,454229339.81,9.69,0,46.05,8.28,0,96,2.49,0,0,24.19,68.15,97.81,1,9.94,4.07,0.77,5.87,6.68,47.37,94.88,62.48,822,65,649,498868,68.12,1,1
China,2017,Biomass,58112.65,3573.23,15338985.20,1230161686,175030189352435.25,10400.04,73525.60,94642.34,95217.57,108157,1,4543775647.68,0,13.67,1901.83,216.48,8.65,46.92,51.62,31.95,394.19,0.72,0.36,487431939.18,913939135.00,4.30,0,6.86,17.30,1,653,4.09,1,0,68.15,0.25,75.84,0,6.69,9.56,0.26,7.32,4.79,6.44,9.30,26.61,589,27,7989,213893,21.71,0,0
Australia,2023,Hydro,39560.68,2023.23,3890745910.60,592703511,193357827906526.00,234680.95,30957.69,90252.13,509298.60,980158,0,1059047153.47,1,-5.76,2080.74,244.14,4.74,11.08,59.28,96.54,988.07,0.05,0.21,383059542.44,636245854.88,4.34,1,64.33,15.61,1,344,3.48,0,0,91.26,96.90,41.06,0,2.82,6.29,1.79,1.12,2.21,27.01,29.60,6.10,873,65,1056,372981,38.09,0,1
USA,2003,Solar,21502.48,2517.67,1336655813.18,721939514,24706566980064.82,321792.56,41079.09,84790.45,739265.79,719357,1,2149567027.66,1,-7.41,1664.07,118.77,2.59,99.16,77.63,75.86,741.23,0.40,0.12,121084463.04,565788443.40,5.63,0,39.63,65.55,0,586,1.05,0,1,7.94,17.23,50.32,1,1.17,2.68,8.47,6.00,8.22,49.46,8.55,9.75,32,93,2784,180686,29.48,1,0
USA,2016,Solar,14095.80,1631.49,2011224887.34,479908070,145587404380017.84,209995.53,2023.96,25110.92,294379.63,52086,1,8726076719.11,1,28.65,2842.62,193.12,9.83,59.27,73.92,79.28,755.55,0.84,0.37,985486999.21,255435207.02,7.59,1,22.00,64.31,1,228,4.13,0,0,37.86,1.55,87.57,1,7.09,0.83,3.60,6.56,1.06,13.65,66.33,2.36,298,87,5589,421440,7.89,1,0
France,2012,Biomass,22821.44,42455.15,642193055.28,1427701786,101383331142041.80,771035.94,19174.46,15336.62,282434.92,560918,1,9354896823.36,1,7.52,309.09,245.06,5.63,52.33,56.10,4.35,785.88,0.19,0.28,311084344.12,880421032.88,7.95,1,35.72,34.80,1,16,6.64,0,0,60.33,87.08,74.90,0,4.28,0.42,3.11,1.94,6.13,25.85,17.20,80.69,857,26,4719,883633,53.76,0,1
USA,2023,Solar,3484.24,3081.11,4228084207.55,1433759839,87237305562579.23,910344.35,31385.90,42774.23,856078.78,754457,0,4353250086.25,1,6.42,2879.13,262.94,0.32,70.89,87.03,15.83,58.51,0.63,0.14,644233716.58,772167117.41,6.33,1,75.72,47.52,0,787,6.93,0,0,75.37,79.83,82.34,0,4.18,9.59,7.46,9.73,7.90,47.93,54.70,76.01,54,58,4097,307905,98.57,0,0
France,2008,Hydro,6306.77,1221.20,7780932224.32,278142521,153642756858307.19,846797.72,25435.70,27166.78,394284.33,650224,0,8948549541.24,0,12.03,2592.06,133.71,5.49,34.19,64.92,78.44,490.06,0.33,0.44,666646172.60,819159023.69,8.18,0,80.16,28.42,1,440,8.18,1,1,95.67,65.86,44.64,1,0.53,2.80,0.05,7.77,2.90,91.23,27.22,29.78,84,87,3123,516771,79.25,0,1
Germany,2014,Geothermal,84190.77,1922.52,1026706762.24,808779901,134857828569400.31,979177.78,13934.33,72988.98,209361.47,214788,1,6138150792.18,0,38.47,2892.04,203.26,9.69,43.49,80.33,51.48,523.43,0.36,0.11,545559506.91,263388932.16,1.67,1,68.53,88.23,1,426,4.24,1,0,81.16,98.70,77.93,1,4.30,0.80,8.53,4.80,2.22,51.19,63.81,57.42,468,4,6774,497936,65.72,0,1
Brazil,2016,Geothermal,61588.05,32825.96,3564491232.54,482228657,176628959409004.75,250183.82,75019.20,54413.17,254208.42,461467,1,4511107154.13,1,15.67,2577.17,295.59,1.30,43.75,33.78,40.62,346.73,0.71,0.19,345623029.07,835038786.01,3.98,1,75.80,57.66,1,353,0.14,1,1,98.84,90.81,54.10,1,3.95,4.15,4.58,5.14,6.52,38.87,84.17,70.03,748,36,3881,268212,20.16,1,0
Australia,2016,Biomass,69389.00,48934.20,9873145735.76,90690176,179489435640932.91,410579.30,87965.11,22023.04,928192.22,425355,1,9226409782.55,1,5.38,2793.26,273.08,4.94,18.11,69.51,85.36,583.00,0.46,0.45,713764984.48,838658833.31,8.03,0,14.92,29.37,0,785,8.44,0,1,81.43,63.95,83.00,1,5.07,9.55,9.48,1.06,1.33,62.82,27.05,26.73,8,75,8839,160215,63.00,1,1
USA,2008,Wind,32261.89,14960.04,5970163836.06,703476604,140067657605949.59,764317.83,39489.46,93252.72,912715.11,680686,0,7463428128.59,1,-1.35,783.94,119.62,12.94,1.31,46.06,0.00,6.71,0.32,0.10,266642666.69,706303011.02,1.12,1,79.38,88.82,0,900,5.41,1,0,49.50,96.26,56.23,0,2.38,1.84,5.09,2.79,3.92,98.68,50.09,12.00,245,67,7810,933145,83.74,1,0
Russia,2022,Biomass,81543.32,8434.36,1116776622.77,91543072,1395826274375.86,329734.87,24895.87,89092.22,600153.71,59509,1,1446019988.90,0,13.88,2421.10,110.75,1.94,45.16,53.24,41.52,776.79,0.35,0.18,302179077.47,426176270.36,8.72,0,37.24,5.81,1,766,3.37,1,1,79.29,1.36,90.36,1,7.08,7.38,6.00,8.01,4.10,76.50,80.07,39.47,580,99,9911,466781,87.87,0,0
India,2023,Wind,60798.93,8958.63,7823407679.14,147699656,22137626892882.33,834767.35,75987.70,10769.15,195354.64,926104,0,9549535600.78,0,37.79,1001.39,273.57,12.71,13.88,85.28,93.55,345.80,0.63,0.41,923489759.20,670581166.17,5.70,1,65.09,66.41,0,448,6.31,1,0,0.15,55.95,87.33,0,5.81,4.50,4.48,7.73,0.93,96.62,11.45,89.71,861,9,8890,373200,78.30,0,0
France,2009,Wind,33756.52,27328.28,527583946.09,1036752942,189895759625602.28,706372.61,13650.83,34370.80,383399.48,512101,1,7507492408.66,0,-3.43,2545.96,152.24,7.27,64.70,27.13,0.87,79.80,0.62,0.30,448652399.90,998472757.74,3.85,0,22.13,69.81,1,837,3.74,0,1,6.23,45.75,5.08,1,3.37,3.91,1.90,0.10,3.78,11.73,66.67,71.20,791,56,2018,364218,47.98,0,0
Russia,2008,Geothermal,82342.28,46694.26,8542200182.88,34191936,165699911735116.34,391347.32,95987.21,68496.41,283472.59,686708,0,9772196537.50,1,10.00,799.47,286.63,1.22,73.33,29.00,78.72,17.15,0.53,0.42,974189101.02,811150679.47,2.01,1,60.98,3.23,1,23,4.50,1,0,74.30,19.05,40.68,1,0.78,9.28,5.37,2.85,1.48,53.40,34.17,58.61,950,2,5137,419471,88.26,1,1
Japan,2014,Biomass,32635.57,10367.61,7336100534.18,162443570,157356657459590.94,851940.76,51639.96,52996.37,96775.33,803341,1,9739603233.08,0,5.40,1053.28,174.93,10.19,64.01,46.34,4.32,820.00,0.38,0.38,731795678.64,49624840.41,1.91,0,67.16,64.35,0,114,6.01,1,0,65.76,5.84,4.33,1,5.58,1.12,3.99,2.67,8.70,82.32,69.02,72.66,707,30,5194,626745,53.98,0,0
Japan,2015,Hydro,66211.15,46492.03,807916397.55,507321556,65453239549379.02,155304.14,92294.39,18773.34,153876.43,955680,0,1494610682.22,0,29.03,142.11,280.60,12.24,78.43,43.04,2.74,920.20,0.85,0.16,814811260.52,990816471.84,2.70,0,74.09,1.94,0,579,0.90,1,0,63.83,74.90,93.94,0,9.64,5.52,3.64,8.42,3.48,57.28,13.43,3.23,993,32,451,579553,72.66,1,1
Brazil,2000,Hydro,52656.46,17809.25,2901947352.72,1333120369,9509989873928.05,644569.48,56478.34,98726.67,526527.36,979299,0,2788165039.02,0,-8.79,711.79,228.21,11.91,50.04,38.57,96.44,540.76,0.44,0.14,895687768.95,162960739.92,1.40,1,29.18,0.63,1,409,6.12,1,0,86.31,29.96,7.63,0,5.16,4.12,1.01,5.41,8.55,18.44,77.23,34.50,398,83,7462,666608,86.96,1,1
Canada,2015,Solar,34240.75,47512.08,9583127247.11,909841504,122676484355834.52,104198.70,76768.56,1057.78,866891.81,77351,0,2291003294.20,1,33.87,1432.01,248.58,13.64,49.38,57.39,67.13,148.73,0.71,0.25,391449353.53,729933887.98,4.90,1,80.38,77.31,0,800,7.61,1,0,50.33,38.04,4.49,1,8.79,9.10,5.49,8.35,3.32,65.37,67.80,78.85,162,76,3140,175218,27.32,1,0
Germany,2010,Geothermal,98976.52,24090.45,9819242826.39,693742615,171320607038419.75,760427.89,94157.51,36000.71,515664.03,44784,0,4193743260.02,0,28.99,1124.43,186.59,0.06,39.04,29.27,50.32,847.62,0.47,0.39,719542750.25,348245130.10,2.19,0,80.06,7.94,0,427,5.76,0,0,47.21,50.41,67.62,0,9.47,9.90,6.01,6.66,6.27,98.15,30.88,56.89,368,18,5969,780043,45.26,0,0
China,2021,Biomass,69345.63,29761.39,4553728125.29,770229147,65963614922202.29,365533.22,8061.82,33453.59,71577.30,991252,0,5334883538.86,0,-4.76,2899.72,234.51,3.79,33.81,69.08,4.07,834.19,0.99,0.08,622392776.40,419238519.75,0.49,0,70.59,28.13,1,925,6.35,1,1,40.89,31.32,4.12,0,7.78,6.53,2.26,7.01,3.73,8.74,25.06,92.18,252,65,1876,737273,84.65,1,1
Japan,2006,Wind,21409.61,4783.64,2370132599.90,1452175631,185415090091116.62,705705.75,39752.58,4634.16,79881.99,629188,0,9413090114.22,1,1.70,564.43,210.38,0.05,81.55,75.07,71.25,561.18,0.12,0.17,96406616.74,847621096.18,1.78,0,11.25,6.03,1,221,9.39,0,0,29.40,55.42,20.74,1,9.24,7.18,0.22,5.79,0.32,72.38,52.57,47.90,172,42,4647,596980,51.16,1,1
France,2009,Wind,20886.56,35655.71,1096683173.39,1400955614,126493576563856.64,291359.85,87096.69,80977.32,902086.18,770769,0,2804987757.14,1,-6.68,2803.63,218.34,11.79,51.26,20.00,89.91,420.01,0.53,0.17,708961452.49,389438000.28,4.49,0,71.09,93.59,0,736,7.56,0,0,88.24,21.22,32.26,1,2.00,0.68,9.59,4.48,1.18,88.81,7.23,72.81,84,30,5607,583661,17.85,1,1
Canada,2005,Geothermal,35336.54,4103.63,5669710972.01,179177547,195876242109516.84,899404.70,17063.39,96693.06,37642.83,899627,0,5399005230.60,1,-2.45,233.84,248.37,14.14,68.31,68.40,94.00,820.49,0.24,0.31,896971115.01,744692893.59,7.60,1,46.94,45.95,1,85,9.55,0,1,83.47,21.15,89.08,0,7.24,9.45,3.40,7.72,6.09,4.72,95.23,36.92,384,51,8286,21908,38.18,1,0
Canada,2017,Geothermal,65095.62,29415.90,6870538129.40,529845711,39938999372811.09,809342.71,1142.18,62485.03,112792.77,612466,1,5167841876.59,0,-6.38,1262.57,199.70,4.65,7.37,91.86,41.80,987.86,0.05,0.33,546165102.21,996229196.96,5.35,1,26.95,98.79,0,292,5.82,1,1,98.98,29.86,67.55,1,7.66,6.09,3.85,4.54,3.02,76.66,19.98,12.91,720,87,2022,219482,14.51,0,0
Japan,2001,Wind,74578.95,16506.15,5249306518.47,41069500,3438770737022.38,735746.00,1550.85,8369.34,812827.85,807350,0,3100891138.07,1,19.69,1454.19,235.47,10.34,63.16,8.61,86.66,274.20,0.22,0.39,37673418.42,754555821.90,3.98,0,16.74,92.87,0,986,5.62,1,0,70.83,34.85,40.53,1,3.85,5.63,6.35,3.62,2.90,41.96,10.39,42.85,521,93,6904,367169,36.11,1,1
India,2005,Geothermal,30460.72,7017.12,3576203245.48,1213641347,175669803584613.53,863115.45,5375.96,9882.92,13734.94,957832,1,1071839108.78,1,-8.73,1332.09,249.03,3.54,82.29,66.35,32.75,265.68,0.82,0.24,182843366.55,529856425.75,7.45,1,36.98,39.65,0,922,8.58,0,0,40.73,99.07,48.44,0,8.37,4.45,9.99,2.10,4.42,71.74,67.80,5.89,787,54,6976,75175,65.91,1,1
Australia,2005,Biomass,19940.86,34104.23,6494242672.13,1194003848,145127658430943.34,614579.49,55997.50,35699.30,414335.12,379077,1,6812000443.41,1,11.44,149.46,163.06,5.95,76.43,78.43,57.59,562.47,0.81,0.17,603017859.93,89478262.54,3.17,0,96.42,75.80,1,73,8.57,1,1,9.69,24.74,50.98,1,5.25,6.95,6.32,7.25,6.54,18.38,31.00,55.76,478,58,4921,512287,30.32,0,0
Australia,2008,Wind,69640.14,24074.54,3394575034.73,552337049,160986359427113.25,976647.80,60575.45,70013.77,761562.36,753432,1,9361862501.47,0,21.21,2420.71,189.53,0.40,86.46,92.53,4.03,417.37,0.77,0.16,33537845.40,896239832.99,4.47,0,68.43,97.25,0,890,3.21,0,0,95.36,36.49,43.86,0,4.07,2.49,5.12,2.13,9.42,52.12,77.97,21.17,896,62,3180,470651,17.57,1,1
Japan,2022,Hydro,64921.41,4846.61,2383288603.39,463154136,54035433465149.56,414466.20,62335.88,97457.19,868511.85,591256,1,4239823597.84,0,6.11,2137.85,114.11,2.81,89.36,79.37,95.63,737.43,0.37,0.37,502845112.24,822871351.33,1.11,0,17.12,46.84,0,360,6.39,0,1,84.22,49.19,39.05,0,0.18,8.31,1.12,5.72,8.44,60.51,20.50,73.48,234,74,7879,532213,96.83,0,0
Brazil,2021,Geothermal,54617.04,17745.32,4849633995.59,460944849,156115127528689.38,660662.73,5847.08,99508.14,342815.07,872480,1,3265381095.09,1,23.66,2700.65,248.94,7.63,57.91,42.40,79.18,729.82,0.53,0.19,352294365.54,792688653.57,3.32,0,18.13,2.29,1,270,5.37,0,0,80.61,93.71,61.26,0,5.60,3.52,1.29,8.00,5.01,75.35,89.97,41.09,678,86,8760,724167,72.49,0,1
Japan,2005,Solar,3481.97,37059.43,4841456857.52,437528372,183088300216928.00,29973.98,96217.23,86692.07,744863.81,702592,0,2591955639.95,0,-2.75,1024.11,109.21,7.12,4.47,4.71,20.27,622.23,0.56,0.17,475779514.31,327302351.33,2.24,0,23.09,1.40,1,62,9.00,0,0,67.05,42.31,42.74,1,2.90,6.63,2.59,0.11,9.27,24.62,28.68,55.16,837,77,96,13373,77.40,1,0
Japan,2007,Biomass,17099.68,44875.69,3127058514.99,725323957,116059163889347.56,67863.61,12282.05,72413.99,765067.49,774359,1,6650406268.99,1,-0.62,282.08,112.00,2.74,93.09,14.06,72.93,775.33,0.36,0.22,696189141.79,993609604.83,6.40,0,87.63,24.29,0,192,6.95,0,0,74.13,14.33,97.68,1,7.50,9.63,6.62,9.73,4.35,76.12,90.69,46.79,843,33,3800,812486,95.41,0,0
India,2019,Biomass,68921.25,20056.18,6488332904.11,536928026,24451589760650.07,908576.33,38431.23,53864.33,397675.14,771547,1,8769872812.72,1,4.25,1323.82,198.49,0.52,22.98,81.38,28.22,724.21,0.91,0.17,889525682.77,22586018.66,0.92,1,91.48,80.43,1,280,1.07,1,0,98.49,73.89,92.99,1,5.59,2.24,2.87,9.52,9.28,19.77,95.51,59.36,676,1,5143,655584,64.83,1,0
Brazil,2000,Solar,26661.33,4488.65,9686216380.52,1265079574,110733567743425.86,10968.35,3482.42,51539.62,145101.37,592586,0,9905057983.54,0,20.97,1953.67,291.40,12.21,74.28,16.28,65.78,423.16,0.31,0.07,887913595.46,734466991.03,4.98,0,25.41,25.32,0,261,6.20,0,1,54.38,70.85,92.02,1,5.58,4.13,3.72,3.71,0.21,92.19,72.68,79.45,885,8,8528,286203,22.30,0,0
Germany,2002,Geothermal,41939.12,27277.94,7498994252.54,680226334,142336215741828.00,195155.13,76872.14,21208.05,614664.88,485460,0,8742151621.13,1,35.69,318.31,264.00,12.73,58.55,17.69,23.03,576.43,0.19,0.11,502200830.73,884493540.23,0.77,1,71.73,92.51,1,155,3.35,0,1,4.42,99.84,30.06,1,2.90,1.94,8.85,6.13,5.29,38.14,21.46,39.30,34,42,8107,974471,81.28,0,1
USA,2014,Wind,95552.19,5262.38,1270603545.11,238574351,153885887083200.69,703392.12,60409.14,52439.95,247600.37,702378,1,509187631.86,1,18.62,204.89,176.12,7.44,9.40,35.48,72.71,917.03,0.40,0.32,209419562.19,458372441.74,7.87,0,28.79,60.56,0,820,5.14,0,1,47.13,17.88,43.97,0,4.03,3.71,3.59,1.69,2.43,8.44,19.79,65.93,357,97,5672,846001,70.78,0,0
Canada,2023,Wind,93394.83,47228.02,7037295376.95,386538499,152385938229870.84,760197.11,42342.07,29032.60,128911.13,942837,1,1660100243.54,0,1.03,429.11,215.91,4.78,47.30,22.71,39.08,634.68,0.09,0.39,104306894.46,221893283.00,4.08,0,41.23,72.58,0,217,3.08,0,1,88.16,49.27,34.39,1,1.21,9.33,4.31,1.67,4.52,37.50,38.00,46.69,601,61,5718,346866,2.14,0,1
USA,2000,Wind,47525.79,2422.64,4864429703.17,734035187,4899485018496.21,474403.29,60963.53,27572.66,483448.46,509642,1,3754010420.06,1,-1.88,1709.38,137.53,8.34,74.18,58.65,89.66,279.81,0.54,0.28,272800997.79,290050122.88,8.70,1,73.89,58.18,0,535,3.02,1,1,70.38,3.50,94.37,1,4.83,5.17,5.31,0.70,6.49,11.72,61.51,70.89,767,64,8382,417311,62.96,1,1
Russia,2001,Solar,89203.75,9614.96,7919610746.73,554611531,195725877891568.03,429735.10,2127.25,68940.85,981797.76,458543,1,3655994019.11,0,31.55,901.84,209.76,4.40,59.87,74.97,92.85,39.82,0.26,0.40,135746876.53,184924274.31,1.99,1,53.43,29.40,0,680,5.50,1,0,30.88,16.12,88.58,0,1.94,8.41,8.37,9.01,9.46,72.05,48.23,80.49,892,44,988,720220,95.44,0,0
Brazil,2023,Hydro,84713.49,32741.48,4086542737.36,60566014,98254139418336.34,389038.22,96460.19,52805.27,705527.40,884792,0,8722732761.20,1,36.39,406.42,174.65,1.87,51.73,64.13,60.31,256.20,0.07,0.41,891001073.49,207990987.58,1.10,0,62.61,96.30,1,366,7.40,0,0,47.51,34.76,50.60,0,7.76,8.07,9.65,5.73,3.31,97.23,72.69,72.34,213,1,489,944303,4.40,0,1
France,2008,Solar,7818.13,42475.54,4452331955.08,560994497,123502476240736.77,594882.89,19348.46,86056.77,243025.35,636539,1,816307799.35,0,34.94,406.91,270.71,10.36,85.09,67.61,1.89,365.65,0.14,0.37,852183433.10,752329457.99,2.79,1,61.23,68.03,0,860,5.05,1,1,46.67,79.41,56.55,1,8.13,8.89,6.50,8.31,5.95,2.47,17.88,4.81,399,52,7501,567723,22.16,0,1
